,word,index,frequency
9940,['latin'],0,125
10737,['disappearing'],0,125
10900,['adults'],0,125
12834,['sucked'],0,125
13558,['rookie'],0,125
17357,['motorcycle'],0,125
19473,['canada'],0,125
19569,['revolution'],0,125
20430,['appropriate'],0,125
23364,['dont'],0,125
25449,['scarab'],0,125
27816,['prototype'],0,125
35478,['wimp'],0,125
47380,['ashley'],0,125
49604,['humpty'],0,125
2129,['insect'],0,124
2733,['graveyard'],0,124
2838,['jill'],0,124
2842,['grounds'],0,124
3064,['daisy'],0,124
3981,['appetite'],0,124
4521,['organ'],0,124
4681,['sunrise'],0,124
4726,['hottest'],0,124
5130,['daughters'],0,124
5291,['assembly'],0,124
6257,['jr'],0,124
7001,['tremendous'],0,124
7262,['void'],0,124
7650,['deserted'],0,124
8127,['skate'],0,124
9693,['tricky'],0,124
10291,['ankle'],0,124
12131,['chewing'],0,124
12166,['camping'],0,124
12187,['thunderclap'],0,124
12660,['paws'],0,124
13722,['photograph'],0,124
14856,['inventions'],0,124
17470,['distraction'],0,124
18957,['lloyd'],0,124
20667,['lin'],0,124
23100,['chopper'],0,124
25819,['lotus'],0,124
36227,['gelfling'],0,124
39750,['russ'],0,124
71052,['dib'],0,124
72458,['kilowog'],0,124
96558,['unalaq'],0,124
72,['lick'],0,123
1140,['seventh'],0,123
1299,['constant'],0,123
1420,['wander'],0,123
2058,['cotton'],0,123
3111,['needle'],0,123
3512,['roads'],0,123
3842,['washing'],0,123
4971,['reporters'],0,123
5238,['chores'],0,123
5777,['slash'],0,123
6872,['atomic'],0,123
7131,['hostile'],0,123
7244,['bullets'],0,123
8790,['shirts'],0,123
8911,['stall'],0,123
9519,['priest'],0,123
9817,['relatives'],0,123
11476,['frankenstein'],0,123
11981,['slams'],0,123
12409,['grumbles'],0,123
13797,['bop'],0,123
15583,['adopted'],0,123
15589,['july'],0,123
17131,['commando'],0,123
17290,['bracelet'],0,123
18050,['flush'],0,123
18702,['tense'],0,123
19387,['exclusive'],0,123
23466,['dwarf'],0,123
23983,['clang'],0,123
27591,['forge'],0,123
30084,['annabel'],0,123
32555,['lords'],0,123
36192,['cons'],0,123
1745,['hollow'],0,122
1752,['shoots'],0,122
2768,['swallowed'],0,122
2861,['cunning'],0,122
3454,['inn'],0,122
4746,['sixty'],0,122
4917,['cooperate'],0,122
6160,['afterwards'],0,122
6211,['thrilled'],0,122
8031,['metropolis'],0,122
8589,['puny'],0,122
9749,['nora'],0,122
11205,['clay'],0,122
11271,['thump'],0,122
11289,['blank'],0,122
11442,['pill'],0,122
12109,['47'],0,122
12185,['punish'],0,122
13356,['leadership'],0,122
17614,['cedric'],0,122
18080,['jasmine'],0,122
18258,['determine'],0,122
19405,['rumbles'],0,122
19455,['threatening'],0,122
21160,['guidance'],0,122
21755,['eva'],0,122
24036,['pancakes'],0,122
26132,['conversations'],0,122
33188,['mega'],0,122
34417,['freaking'],0,122
36906,['stealth'],0,122
39880,['mojo'],0,122
52015,['shane'],0,122
52867,['dragonzord'],0,122
55584,['xanatos'],0,122
80787,['karai'],0,122
1684,['border'],0,121
2484,['whoop'],0,121
2782,['sakes'],0,121
2803,['deserved'],0,121
2969,['inspiration'],0,121
3260,['lassie'],0,121
3645,['ink'],0,121
3658,['separated'],0,121
3729,['cuts'],0,121
3745,['duties'],0,121
4135,['complain'],0,121
4202,['spelling'],0,121
4706,['tool'],0,121
5265,['gracious'],0,121
5657,['voyage'],0,121
6765,['hana'],0,121
9578,['swore'],0,121
9734,['rushing'],0,121
10375,['oui'],0,121
11860,['shakespeare'],0,121
12220,['au'],0,121
14550,['driven'],0,121
17126,['grinding'],0,121
17895,['ming'],0,121
20252,['artificial'],0,121
23076,['cousins'],0,121
24613,['fagin'],0,121
35690,['bros'],0,121
44917,['garfield'],0,121
49348,['vada'],0,121
96460,['tenzin'],0,121
453,['curtis'],0,120
1236,['tender'],0,120
1379,['heir'],0,120
1615,['occurred'],0,120
1754,['register'],0,120
1800,['circles'],0,120
3002,['attaboy'],0,120
3827,['bearing'],0,120
4703,['jelly'],0,120
4724,['oldest'],0,120
5571,['cruise'],0,120
5830,['haul'],0,120
7270,['dining'],0,120
7951,['approve'],0,120
8564,['privacy'],0,120
8597,['beasts'],0,120
10492,['aurora'],0,120
10856,['films'],0,120
10908,['suite'],0,120
11115,['scenes'],0,120
12064,['panel'],0,120
12952,['parked'],0,120
14060,['ski'],0,120
14384,['baboon'],0,120
16176,['pursuit'],0,120
16971,['squeals'],0,120
17487,['sloppy'],0,120
20007,['conflict'],0,120
20416,['transformation'],0,120
20772,['dates'],0,120
22764,['grinch'],0,120
22824,['cindy'],0,120
23044,['chimp'],0,120
24228,['mel'],0,120
24893,['minion'],0,120
25656,['fireworks'],0,120
26406,['jen'],0,120
27876,['earthlings'],0,120
30822,['aaaah'],0,120
32341,['d2'],0,120
35374,['wasp'],0,120
36116,['goten'],0,120
40097,['dork'],0,120
41403,['scab'],0,120
93365,['aggregor'],0,120
861,['hum'],0,119
1132,['denied'],0,119
1700,['uncomfortable'],0,119
1971,['heels'],0,119
2197,['deed'],0,119
3953,['covering'],0,119
4330,['bailey'],0,119
5684,['ashore'],0,119
5868,['takin'],0,119
6335,['tee'],0,119
8008,['bitter'],0,119
9106,['mutt'],0,119
9455,['slam'],0,119
9642,['meowing'],0,119
9816,['repay'],0,119
10160,['greek'],0,119
11062,['luggage'],0,119
11101,['44'],0,119
11431,['pals'],0,119
12396,['easter'],0,119
13372,['crate'],0,119
15025,['survivors'],0,119
16493,['cocoa'],0,119
17442,['rustling'],0,119
17768,['creaks'],0,119
17973,['suspenseful'],0,119
18339,['allen'],0,119
19878,['fabric'],0,119
24315,['unstable'],0,119
25439,['ominous'],0,119
27072,['restored'],0,119
36874,['michelle'],0,119
69064,['pikachu'],0,119
72771,['cadmus'],0,119
92405,['sofia'],0,119
865,['pace'],0,118
1366,['spiders'],0,118
1779,['lions'],0,118
2156,['seas'],0,118
2330,['opera'],0,118
2852,['jumbo'],0,118
3145,['feelin'],0,118
3254,['strains'],0,118
3520,['traveled'],0,118
4130,['importance'],0,118
4707,['machinery'],0,118
5025,['bub'],0,118
5213,['shaped'],0,118
5860,['behalf'],0,118
6350,['knocks'],0,118
6687,['fuse'],0,118
6864,['newest'],0,118
6878,['various'],0,118
8067,['talents'],0,118
8108,['peasant'],0,118
8188,['reaching'],0,118
8254,['brief'],0,118
8624,['intended'],0,118
8892,['eastern'],0,118
10383,['amusing'],0,118
10474,['rod'],0,118
10525,['despair'],0,118
11126,['nicky'],0,118
11620,['outnumbered'],0,118
12330,['monstrous'],0,118
13717,['cycle'],0,118
16002,['detect'],0,118
16869,['alternative'],0,118
18151,['harrison'],0,118
20429,['zeus'],0,118
21645,['skating'],0,118
25205,['pilots'],0,118
26658,['soccer'],0,118
26918,['jon'],0,118
30695,['monty'],0,118
32127,['winnie'],0,118
39247,['daryl'],0,118
79253,['airbending'],0,118
1451,['damned'],0,117
1983,['lookout'],0,117
2417,['wooden'],0,117
2701,['everyday'],0,117
2821,['butcher'],0,117
3389,['scotland'],0,117
3433,['habit'],0,117
3542,['saddle'],0,117
4139,['calculations'],0,117
5574,['marked'],0,117
5645,['starboard'],0,117
6439,['ruled'],0,117
6984,['75'],0,117
7117,['receiving'],0,117
9335,['strip'],0,117
10129,['oak'],0,117
10168,['dragged'],0,117
10535,['eww'],0,117
11294,['hack'],0,117
11922,['dome'],0,117
12507,['crab'],0,117
17088,['rash'],0,117
17372,['hustle'],0,117
18632,['spear'],0,117
23644,['exclaims'],0,117
28402,['rebels'],0,117
36936,['scrappy'],0,117
37924,['dolphin'],0,117
67729,['rory'],0,117
84,['wouldn'],0,116
1495,['ain'],0,116
2319,['instruments'],0,116
2971,['waitin'],0,116
3163,['gag'],0,116
3529,['judges'],0,116
3638,['print'],0,116
3850,['rebel'],0,116
3959,['disturbing'],0,116
4004,['rightful'],0,116
5446,['filling'],0,116
7975,['clucking'],0,116
8001,['leather'],0,116
8222,['smashed'],0,116
8934,['cub'],0,116
9587,['sounding'],0,116
10092,['accused'],0,116
10485,['oi'],0,116
10537,['sixteen'],0,116
10713,['annual'],0,116
11721,['rumors'],0,116
12816,['teenager'],0,116
13940,['burnt'],0,116
14776,['borrowed'],0,116
14802,['comment'],0,116
15332,['jewelry'],0,116
17071,['menu'],0,116
17633,['shirley'],0,116
18772,['disc'],0,116
18879,['tractor'],0,116
20923,['schools'],0,116
22602,['affirmative'],0,116
23843,['hangar'],0,116
25225,['overload'],0,116
26473,['vince'],0,116
27877,['resources'],0,116
29773,['primary'],0,116
36743,['lightsaber'],0,116
39643,['gump'],0,116
89187,['brlareos'],0,116
1265,['pies'],0,115
1311,['divine'],0,115
2870,['hike'],0,115
3255,['waltz'],0,115
3600,['shortcut'],0,115
3626,['spoiled'],0,115
3748,['terrified'],0,115
4341,['accomplish'],0,115
4688,['angie'],0,115
4708,['labor'],0,115
5603,['sorts'],0,115
5673,['steer'],0,115
6219,['nearest'],0,115
6482,['muffin'],0,115
6492,['miami'],0,115
6507,['est'],0,115
6573,['assigned'],0,115
7398,['dedicated'],0,115
8373,['fork'],0,115
8431,['wandering'],0,115
9376,['rally'],0,115
9487,['ruins'],0,115
10718,['sang'],0,115
11069,['marcus'],0,115
11609,['razor'],0,115
12998,['bandits'],0,115
14936,['creed'],0,115
15280,['shared'],0,115
15865,['fuzzy'],0,115
16509,['bizarre'],0,115
17601,['requested'],0,115
18095,['whines'],0,115
20892,['surfing'],0,115
21671,['blake'],0,115
21684,['replacement'],0,115
25055,['jerks'],0,115
25085,['prep'],0,115
26443,['hamilton'],0,115
32524,['scouts'],0,115
44203,['marlene'],0,115
45430,['mei'],0,115
48963,['mackenzie'],0,115
64979,['kronk'],0,115
67510,['lood'],0,115
97398,['celestia'],0,115
912,['goblin'],0,114
1736,['axe'],0,114
1988,['lighter'],0,114
2064,['growl'],0,114
3062,['anyhow'],0,114
3113,['porch'],0,114
3167,['yippee'],0,114
3579,['banner'],0,114
4014,['brute'],0,114
4924,['germany'],0,114
5521,['palm'],0,114
6161,['witnesses'],0,114
6176,['ty'],0,114
6207,['anthony'],0,114
6650,['rover'],0,114
7235,['handling'],0,114
7329,['arsenal'],0,114
7704,['mae'],0,114
7755,['tennessee'],0,114
8484,['loading'],0,114
8793,['runnin'],0,114
9104,['chum'],0,114
9558,['armada'],0,114
10852,['producer'],0,114
11428,['cracks'],0,114
11517,['ernst'],0,114
11767,['lever'],0,114
11783,['grades'],0,114
11883,['hose'],0,114
12470,['aiways'],0,114
12786,['interrupting'],0,114
15814,['cartoon'],0,114
16377,['ferris'],0,114
26316,['vegetables'],0,114
26352,['pond'],0,114
48392,['katana'],0,114
1493,['wasn'],0,113
2281,['igor'],0,113
2349,['bald'],0,113
2936,['elephants'],0,113
3132,['orphan'],0,113
4078,['notion'],0,113
4550,['robe'],0,113
4572,['executive'],0,113
4972,['bonus'],0,113
5979,['mustard'],0,113
7498,['benefit'],0,113
8438,['grasp'],0,113
8563,['invaded'],0,113
9013,['breed'],0,113
9360,['juicy'],0,113
10562,['candles'],0,113
11251,['bass'],0,113
11461,['measure'],0,113
11578,['herr'],0,113
11867,['population'],0,113
12152,['profile'],0,113
12494,['thumbs'],0,113
13598,['corps'],0,113
14378,['masks'],0,113
15302,['plumber'],0,113
16508,['unconscious'],0,113
17831,['tomato'],0,113
17901,['gala'],0,113
21472,['blocking'],0,113
23514,['leaf'],0,113
23798,['yow'],0,113
24428,['glowing'],0,113
24715,['chunk'],0,113
25970,['ng'],0,113
28382,['te'],0,113
33668,['gollum'],0,113
96563,['varrick'],0,113
1021,['movin'],0,112
1267,['mouths'],0,112
1572,['genuine'],0,112
1710,['individual'],0,112
2565,['psst'],0,112
2800,['paddle'],0,112
2843,['lemonade'],0,112
2960,['pyramid'],0,112
3378,['dull'],0,112
3490,['addition'],0,112
4335,['maker'],0,112
4823,['dime'],0,112
5379,['fitting'],0,112
5566,['watches'],0,112
6483,['buns'],0,112
6974,['altitude'],0,112
7240,['protective'],0,112
7718,['bon'],0,112
7886,['leap'],0,112
8271,['traditional'],0,112
8844,['political'],0,112
9223,['und'],0,112
9498,['fierce'],0,112
9862,['lecture'],0,112
10510,['mistress'],0,112
11774,['fearless'],0,112
12108,['36'],0,112
13614,['gravy'],0,112
17752,['joan'],0,112
17974,['thuds'],0,112
18016,['morris'],0,112
18159,['marine'],0,112
19396,['señor'],0,112
21378,['sensor'],0,112
26983,['await'],0,112
38100,['unleashed'],0,112
67518,['xing'],0,112
73344,['momo'],0,112
96466,['jinora'],0,112
1244,['bah'],0,111
3027,['thirteen'],0,111
3363,['caves'],0,111
4336,['clarence'],0,111
7114,['recorded'],0,111
7256,['rapidly'],0,111
9217,['amigo'],0,111
9305,['wrecked'],0,111
9787,['glen'],0,111
10804,['edgar'],0,111
11187,['phrase'],0,111
11516,['jammed'],0,111
11906,['disguised'],0,111
12026,['yip'],0,111
13798,['sausage'],0,111
15385,['communicate'],0,111
17708,['locks'],0,111
19154,['unleash'],0,111
19242,['terrifying'],0,111
20210,['combined'],0,111
20295,['cooing'],0,111
28488,['exclaiming'],0,111
42188,['yhe'],0,111
64371,['flik'],0,111
95299,['asami'],0,111
95417,['meatlug'],0,111
814,['grumbling'],0,110
1296,['meddling'],0,110
3820,['argument'],0,110
5072,['touches'],0,110
5108,['cinderella'],0,110
5733,['underestimate'],0,110
6758,['eager'],0,110
6759,['chart'],0,110
6786,['creek'],0,110
7013,['overcome'],0,110
8159,['advise'],0,110
8414,['mystic'],0,110
8942,['americans'],0,110
9290,['travis'],0,110
10349,['defending'],0,110
10806,['payment'],0,110
11505,['broadway'],0,110
12184,['activities'],0,110
12327,['slipping'],0,110
12743,['burger'],0,110
13491,['reserve'],0,110
14232,['cube'],0,110
15599,['lance'],0,110
15992,['scanning'],0,110
17629,['souvenir'],0,110
18137,['scheduled'],0,110
21929,['diaper'],0,110
22318,['celebrity'],0,110
24623,['scroll'],0,110
24731,['mutation'],0,110
26071,['cafeteria'],0,110
26142,['origin'],0,110
31185,['roxy'],0,110
34383,['helsing'],0,110
35737,['ke'],0,110
36892,['freaked'],0,110
44490,['kaneda'],0,110
45978,['lola'],0,110
82998,['dastan'],0,110
744,['wishing'],0,109
1717,['couldn'],0,109
2315,['trumpet'],0,109
3000,['tend'],0,109
3456,['flea'],0,109
3839,['drank'],0,109
4119,['heap'],0,109
4869,['guessed'],0,109
4966,['hallelujah'],0,109
6121,['lemon'],0,109
6476,['rodney'],0,109
6796,['cheek'],0,109
8526,['priceless'],0,109
8619,['gladly'],0,109
9119,['correctly'],0,109
9570,['declare'],0,109
9667,['baked'],0,109
9680,['imitating'],0,109
10052,['formation'],0,109
11331,['actress'],0,109
11963,['cruella'],0,109
12078,['buzzer'],0,109
14801,['bites'],0,109
15563,['wart'],0,109
18320,['cannons'],0,109
18752,['budget'],0,109
19130,['collins'],0,109
19293,['31'],0,109
20964,['closest'],0,109
22462,['elsa'],0,109
27760,['winston'],0,109
32566,['vermin'],0,109
34496,['queens'],0,109
34840,['val'],0,109
37076,['soundwave'],0,109
37160,['dana'],0,109
43840,['unstoppable'],0,109
44623,['bernard'],0,109
55582,['elisa'],0,109
80137,['akeelah'],0,109
457,['engineer'],0,108
493,['lighting'],0,108
564,['rolls'],0,108
754,['frighten'],0,108
1633,['ditch'],0,108
2644,['collecting'],0,108
2875,['muscles'],0,108
3537,['cigarette'],0,108
4132,['comb'],0,108
4452,['plates'],0,108
4643,['sled'],0,108
5541,['pistol'],0,108
6395,['cups'],0,108
6766,['mana'],0,108
6889,['explained'],0,108
7097,['contained'],0,108
7241,['layer'],0,108
8874,['speaker'],0,108
9133,['booty'],0,108
10640,['corporation'],0,108
11394,['moses'],0,108
11727,['demonstrate'],0,108
11842,['unlock'],0,108
12279,['inhales'],0,108
14946,['37'],0,108
15026,['assumed'],0,108
17352,['rack'],0,108
19061,['reflection'],0,108
19705,['protocol'],0,108
20428,['obsessed'],0,108
20654,['lobster'],0,108
21146,['input'],0,108
21157,['capacity'],0,108
26234,['punks'],0,108
28455,['android'],0,108
30121,['lydia'],0,108
34802,['benjamin'],0,108
50585,['sabretooth'],0,108
71630,['snape'],0,108
90803,['venjix'],0,108
2191,['bravery'],0,107
2214,['spectacular'],0,107
2218,['attempted'],0,107
2309,['strings'],0,107
2972,['reception'],0,107
3224,['stiff'],0,107
3388,['nay'],0,107
4295,['absurd'],0,107
4380,['wives'],0,107
4542,['gal'],0,107
5233,['ribbon'],0,107
5478,['mornin'],0,107
6295,['goods'],0,107
8077,['harsh'],0,107
8510,['spying'],0,107
9100,['butch'],0,107
9947,['mines'],0,107
10076,['praise'],0,107
10624,['rap'],0,107
11351,['review'],0,107
11795,['outrageous'],0,107
11985,['champions'],0,107
12056,['quiz'],0,107
12135,['ursula'],0,107
12537,['piace'],0,107
15671,['duel'],0,107
16399,['scarf'],0,107
16457,['sadly'],0,107
16854,['blasting'],0,107
17660,['suggesting'],0,107
18049,['yaah'],0,107
19018,['affected'],0,107
19050,['95'],0,107
19342,['deals'],0,107
22074,['curly'],0,107
24288,['mumble'],0,107
25353,['teamwork'],0,107
29964,['iust'],0,107
32975,['importantly'],0,107
39353,['mace'],0,107
41286,['slappy'],0,107
44635,['sal'],0,107
79269,['airbenders'],0,107
836,['chairs'],0,106
1528,['tops'],0,106
1997,['missy'],0,106
2005,['rust'],0,106
2311,['violin'],0,106
2837,['thrill'],0,106
3188,['butterfly'],0,106
3235,['racket'],0,106
3610,['profit'],0,106
4019,['donald'],0,106
4425,['cattle'],0,106
4678,['moonlight'],0,106
5017,['prayer'],0,106
5479,['tables'],0,106
5580,['whereabouts'],0,106
5649,['overboard'],0,106
6045,['improve'],0,106
6767,['ganda'],0,106
7420,['observation'],0,106
8087,['differently'],0,106
8161,['cured'],0,106
8755,['fathers'],0,106
9016,['messenger'],0,106
9123,['pinch'],0,106
9200,['avenue'],0,106
9903,['heights'],0,106
10237,['daniels'],0,106
10254,['chemicals'],0,106
10815,['oath'],0,106
11091,['lovers'],0,106
11528,['napoleon'],0,106
11602,['necessarily'],0,106
12066,['resort'],0,106
13646,['wires'],0,106
14531,['shorts'],0,106
14706,['ripping'],0,106
14825,['ram'],0,106
15608,['instinct'],0,106
15853,['rice'],0,106
16514,['hunch'],0,106
17043,['destruct'],0,106
18278,['federal'],0,106
18351,['involve'],0,106
20536,['gunther'],0,106
21089,['revs'],0,106
24340,['mint'],0,106
25477,['tunnels'],0,106
32775,['pegasus'],0,106
